,rateCode,price,Location,Instance Family,vCPU,Instance Type,Memory,Storage,Network Performance,plc:OperatingSystem,plc:InstanceFamily,Operating System,Pre Installed S/W,License Model
482,ZUVDBYBM2QV74J3P.JRTCKXETXF.6YS6EN2CT7,0.1152,US East (Ohio),Memory optimized,2,r6gd.large,16.0,1 x 118 NVMe SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
483,ZW46J3GU9DJYQYP7.JRTCKXETXF.6YS6EN2CT7,13.338,US East (Ohio),Memory optimized,64,x2iedn.16xlarge,2048.0,1 x 1900 NVMe SSD,50 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
484,ZWNAVY57PR5M6QDR.JRTCKXETXF.6YS6EN2CT7,20.007,US East (Ohio),Memory optimized,96,x2iedn.24xlarge,3072.0,2 x 1425 NVMe SSD,75 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
485,ZWW6ZZSFWQM7H534.JRTCKXETXF.6YS6EN2CT7,0.624,US East (Ohio),Storage optimized,8,i3.2xlarge,61.0,1 x 1900 NVMe SSD,Up to 10 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
486,ZZNXUPSQ9BSA2M88.JRTCKXETXF.6YS6EN2CT7,0.023,US East (Ohio),General purpose,1,t2.small,2.0,EBS only,Low to Moderate,Linux,General Purpose,Linux,NA,No License required
487,ZSX3NBYHSUTH7852.JRTCKXETXF.6YS6EN2CT7,3.456,US East (Ohio),Memory optimized,48,r5d.12xlarge,384.0,2 x 900 NVMe SSD,10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
488,NVDUCTX9URYDEXSD.JRTCKXETXF.6YS6EN2CT7,2.7216,US East (Ohio),Memory optimized,48,r6a.12xlarge,384.0,EBS only,18750 Megabit,Linux,Memory Optimized,Linux,NA,No License required
489,P3HTJRY3NFSJKN9B.JRTCKXETXF.6YS6EN2CT7,0.6048,US East (Ohio),Memory optimized,8,r6id.2xlarge,64.0,1 x 474 SSD,Up to 12500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
490,P7XWJ7N26M8BR9NQ.JRTCKXETXF.6YS6EN2CT7,7.2576,US East (Ohio),Memory optimized,128,r6a.32xlarge,1024.0,EBS only,50000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
491,P6DPHTCC7X7T83SX.JRTCKXETXF.6YS6EN2CT7,2.0736,US East (Ohio),General purpose,48,m6a.12xlarge,192.0,EBS only,18750 Megabit,Linux,General Purpose,Linux,NA,No License required
492,P956DX3AA8XRUMDA.JRTCKXETXF.6YS6EN2CT7,7.5936,US East (Ohio),General purpose,128,m6id.metal,512.0,4 x 1900 SSD,50000 Megabit,Linux,General Purpose,Linux,NA,No License required
493,NVPBFSTB7Q5WP4X5.JRTCKXETXF.6YS6EN2CT7,4.608,US East (Ohio),General purpose,96,m5.metal,384.0,EBS only,25 Gigabit,Linux,General Purpose,Linux,NA,No License required
494,NXNRJ4X9TQR2CVBZ.JRTCKXETXF.6YS6EN2CT7,0.108,US East (Ohio),Compute optimized,2,c5n.large,5.25,EBS only,Up to 25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
495,P5CP3HJTXFE7M3VH.JRTCKXETXF.6YS6EN2CT7,8.91072,US East (Ohio),General purpose,128,m6in.32xlarge,512.0,EBS only,200000 Megabit,Linux,General Purpose,Linux,NA,No License required
496,P6RVWT6TBTYBANPY.JRTCKXETXF.6YS6EN2CT7,1.116,US East (Ohio),Memory optimized,12,z1d.3xlarge,96.0,1 x 450 NVMe SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
497,P8CW74Q7M4DJF2KP.JRTCKXETXF.6YS6EN2CT7,1.45517,US East (Ohio),Storage optimized,16,im4gn.4xlarge,64.0,1 x 7500 SSD,25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
498,NZX5U28B8SUFVNUN.JRTCKXETXF.6YS6EN2CT7,0.3328,US East (Ohio),General purpose,8,t3.2xlarge,32.0,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
499,N44ZQGRTF65NEGMF.JRTCKXETXF.6YS6EN2CT7,2.5704,US East (Ohio),Memory optimized,48,r7g.12xlarge,384.0,EBS only,22500 Megabit,Linux,Memory Optimized,Linux,NA,No License required
500,N4KG7EP9J6WV2KWM.JRTCKXETXF.6YS6EN2CT7,7.824,US East (Ohio),GPU instance,96,g4dn.metal,384.0,2 x 900 GB NVMe SSD,100 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
501,MR6JQX2NC7NV34DG.JRTCKXETXF.6YS6EN2CT7,3.6288,US East (Ohio),Memory optimized,48,r6id.12xlarge,384.0,2 x 1425 SSD,18750 Megabit,Linux,Memory Optimized,Linux,NA,No License required
502,NDZGNRFVQ4J59K77.JRTCKXETXF.6YS6EN2CT7,0.6607,US East (Ohio),General purpose,8,m5zn.2xlarge,32.0,EBS only,Up to 25 Gigabit,Linux,General Purpose,Linux,NA,No License required
503,NEEFFGMWTSG487WX.JRTCKXETXF.6YS6EN2CT7,1.7136,US East (Ohio),Memory optimized,32,r7g.8xlarge,256.0,EBS only,15 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
504,MXN37BPK2HKTB6NF.JRTCKXETXF.6YS6EN2CT7,2.7648,US East (Ohio),Memory optimized,48,r6gd.12xlarge,384.0,2 x 1425 NVMe SSD,20 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
505,MZJXQFHC4DYUWK6T.JRTCKXETXF.6YS6EN2CT7,0.11865,US East (Ohio),General purpose,2,m6id.large,8.0,1 x 118 SSD,Up to 12500 Megabit,Linux,General Purpose,Linux,NA,No License required
506,MXDZYQY8QA6CJAXU.JRTCKXETXF.6YS6EN2CT7,8.016,US East (Ohio),Memory optimized,96,r5dn.24xlarge,768.0,4 x 900 NVMe SSD,100 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
507,MW8UQZATN9TSYX2K.JRTCKXETXF.6YS6EN2CT7,1.248,US East (Ohio),Storage optimized,16,i3.4xlarge,122.0,2 x 1900 NVMe SSD,Up to 10 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
508,MYZQBTF4P45W3U4A.JRTCKXETXF.6YS6EN2CT7,2.176,US East (Ohio),Compute optimized,64,c6g.16xlarge,128.0,EBS only,25 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
509,N59NPXZ4QDCR5ZMX.JRTCKXETXF.6YS6EN2CT7,2.752,US East (Ohio),Compute optimized,64,c5ad.16xlarge,128.0,2 x 1200 NVMe SSD,20 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
510,NAM8F5HNG4XVJSFW.JRTCKXETXF.6YS6EN2CT7,3.6864,US East (Ohio),Memory optimized,64,r6gd.16xlarge,512.0,2 x 1900 NVMe SSD,25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
511,N7KJKBRXVX94TQW5.JRTCKXETXF.6YS6EN2CT7,0.085,US East (Ohio),Compute optimized,2,c5.large,4.0,EBS only,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
512,PRCCQJ3KS3C4GUDJ.JRTCKXETXF.6YS6EN2CT7,2.672,US East (Ohio),Memory optimized,32,r5dn.8xlarge,256.0,2 x 600 NVMe SSD,25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
513,PRVHKRVEVFSNEWE3.JRTCKXETXF.6YS6EN2CT7,2.6112,US East (Ohio),General purpose,64,m7g.metal,256.0,EBS only,30 Gigabit,Linux,General Purpose,Linux,NA,No License required
514,NC47F9MHVAV558W3.JRTCKXETXF.6YS6EN2CT7,0.834,US East (Ohio),Memory optimized,4,x1e.xlarge,122.0,1 x 120 SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
515,NJP2EE5BPGWWNPBX.JRTCKXETXF.6YS6EN2CT7,0.0723,US East (Ohio),Compute optimized,2,c7g.large,4.0,EBS only,Up to 12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
516,NKB8DU47ZKKBXW65.JRTCKXETXF.6YS6EN2CT7,1.36,US East (Ohio),Compute optimized,32,c6i.8xlarge,64.0,EBS only,12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
517,PQ4NME8XSHGB4VFU.JRTCKXETXF.6YS6EN2CT7,0.0672,US East (Ohio),General purpose,2,t4g.large,8.0,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
518,PSAR6KAESEV4S8JY.JRTCKXETXF.6YS6EN2CT7,2.76,US East (Ohio),Storage optimized,16,d2.4xlarge,122.0,12 x 2000 HDD,High,Linux,Storage Optimized,Linux,NA,No License required
519,PR9DBPYPCCHY7FU5.JRTCKXETXF.6YS6EN2CT7,2.176,US East (Ohio),General purpose,32,m5dn.8xlarge,128.0,2 x 600 NVMe SSD,25 Gigabit,Linux,General Purpose,Linux,NA,No License required
520,PT9C8N2WAUYTKK7B.JRTCKXETXF.6YS6EN2CT7,1.4464,US East (Ohio),General purpose,32,m6gd.8xlarge,128.0,1 x 1900 NVMe SSD,10 Gigabit,Linux,General Purpose,Linux,NA,No License required
521,PFKA9SKBMRMAEMWR.JRTCKXETXF.6YS6EN2CT7,2.7216,US East (Ohio),Compute optimized,48,c6in.12xlarge,96.0,EBS only,75000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
522,Q236HUQXMUFFR9AN.JRTCKXETXF.6YS6EN2CT7,0.1,US East (Ohio),General purpose,2,m4.large,8.0,EBS only,Moderate,Linux,General Purpose,Linux,NA,No License required
523,Q2VNHJPJBFJWQJZN.JRTCKXETXF.6YS6EN2CT7,1.8432,US East (Ohio),Compute optimized,48,c6gd.12xlarge,96.0,2 x 1425 NVMe SSD,20 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
524,Q3PQCVWR493GW5JR.JRTCKXETXF.6YS6EN2CT7,0.452,US East (Ohio),Memory optimized,8,r5a.2xlarge,64.0,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
525,Q5JJAMPXQDKX6KXX.JRTCKXETXF.6YS6EN2CT7,6.144,US East (Ohio),General purpose,128,m6i.metal,512.0,EBS only,50000 Megabit,Linux,General Purpose,Linux,NA,No License required
526,PTZGQUAZ779SMBSS.JRTCKXETXF.6YS6EN2CT7,1.7342,US East (Ohio),Compute optimized,48,c7g.12xlarge,96.0,EBS only,22500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
527,PUVQARX8GDMUJC2E.JRTCKXETXF.6YS6EN2CT7,0.113,US East (Ohio),Memory optimized,2,r5a.large,16.0,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
528,Q9U6XESRG6MJHQHV.JRTCKXETXF.6YS6EN2CT7,0.904,US East (Ohio),Storage optimized,8,i3en.2xlarge,64.0,2 x 2500 NVMe SSD,Up to 25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
529,QA9BJFEXJ4ZGQRGY.JRTCKXETXF.6YS6EN2CT7,54.6,US East (Ohio),Memory optimized,448,u-6tb1.112xlarge,6144.0,EBS only,100 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
530,QFHJZ3AXQDA2YJFF.JRTCKXETXF.6YS6EN2CT7,1.088,US East (Ohio),General purpose,16,m5dn.4xlarge,64.0,2 x 300 NVMe SSD,Up to 25 Gigabit,Linux,General Purpose,Linux,NA,No License required
531,PVR9E4FZUNNNAM9W.JRTCKXETXF.6YS6EN2CT7,2.752,US East (Ohio),General purpose,64,m5a.16xlarge,256.0,EBS only,12 Gigabit,Linux,General Purpose,Linux,NA,No License required
532,PX7G4QXPTQXB4CP6.JRTCKXETXF.6YS6EN2CT7,1.11384,US East (Ohio),General purpose,16,m6in.4xlarge,64.0,EBS only,Up to 50000 Megabit,Linux,General Purpose,Linux,NA,No License required
533,Q36TFZ68SKEZANJ2.JRTCKXETXF.6YS6EN2CT7,1.648,US East (Ohio),General purpose,32,m5ad.8xlarge,128.0,2 x 600 NVMe SSD,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
534,Q3QWCRNMD5F4WFXK.JRTCKXETXF.6YS6EN2CT7,0.153,US East (Ohio),Compute optimized,4,c6a.xlarge,8.0,EBS only,Up to 12500 Megabit,Linux,Compute Optimized,Linux,NA,No License required
535,Q3YJ6KRRTZ6VGRGK.JRTCKXETXF.6YS6EN2CT7,0.904,US East (Ohio),General purpose,16,m5d.4xlarge,64.0,2 x 300 NVMe SSD,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
536,Q4X2B378EJXVN5M4.JRTCKXETXF.6YS6EN2CT7,1.232,US East (Ohio),General purpose,32,m6g.8xlarge,128.0,EBS only,10 Gigabit,Linux,General Purpose,Linux,NA,No License required
537,Q78HZWP6W7SUFFC7.JRTCKXETXF.6YS6EN2CT7,1.376,US East (Ohio),General purpose,32,m5a.8xlarge,128.0,EBS only,Up to 10 Gigabit,Linux,General Purpose,Linux,NA,No License required
538,PBMCNRQPJ8XA43PT.JRTCKXETXF.6YS6EN2CT7,1.38,US East (Ohio),Storage optimized,8,d2.2xlarge,61.0,6 x 2000 HDD,High,Linux,Storage Optimized,Linux,NA,No License required
539,PBSQ5JDW6FKXQ4QF.JRTCKXETXF.6YS6EN2CT7,3.3345,US East (Ohio),Memory optimized,16,x2iedn.4xlarge,512.0,1 x 475 NVMe SSD,Up to 25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
540,PBQY8X4GF6DXFSB7.JRTCKXETXF.6YS6EN2CT7,7.344,US East (Ohio),Compute optimized,192,c6a.metal,384.0,EBS only,50000 Megabit,Linux,Compute Optimized,Linux,NA,No License required
541,PDR82UWYZ53WE283.JRTCKXETXF.6YS6EN2CT7,0.83363,US East (Ohio),Memory optimized,4,x2iedn.xlarge,128.0,1 x 118 NVMe SSD,Up to 25 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
542,QM2BGAFGX6R5TQBU.JRTCKXETXF.6YS6EN2CT7,2.096,US East (Ohio),Memory optimized,32,r5ad.8xlarge,256.0,2 x 600 NVMe SSD,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
543,QR3MVUCDBTTKBJK7.JRTCKXETXF.6YS6EN2CT7,0.384,US East (Ohio),General purpose,8,m6i.2xlarge,32.0,EBS only,Up to 12500 Megabit,Linux,General Purpose,Linux,NA,No License required
544,QP72UBS5Q56J84VN.JRTCKXETXF.6YS6EN2CT7,1.56312,US East (Ohio),Memory optimized,16,r6idn.4xlarge,128.0,1 x 950 SSD,Up to 50000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
545,QPP4W9YVZSKJSZ4A.JRTCKXETXF.6YS6EN2CT7,4.56,US East (Ohio),GPU instance,64,g3.16xlarge,488.0,EBS only,20 Gigabit,Linux,Accelerated Computing,Linux,NA,No License required
546,QQREU4VDJWMFQHN2.JRTCKXETXF.6YS6EN2CT7,3.696,US East (Ohio),Compute optimized,96,c5a.24xlarge,192.0,EBS only,20 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
547,QA5JVUUHB8QXYEYM.JRTCKXETXF.6YS6EN2CT7,0.452,US East (Ohio),Storage optimized,4,i3en.xlarge,32.0,1 x 2500 NVMe SSD,Up to 25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
548,QB9ZBCXWS8BWQNGW.JRTCKXETXF.6YS6EN2CT7,0.6144,US East (Ohio),Compute optimized,16,c6gd.4xlarge,32.0,1 x 950 NVMe SSD,Up to 10 Gigabit,Linux,Compute Optimized,Linux,NA,No License required
549,QBVZBM8HYJ6HUE88.JRTCKXETXF.6YS6EN2CT7,11.15712,US East (Ohio),Memory optimized,128,r6in.32xlarge,1024.0,EBS only,200000 Megabit,Linux,Memory Optimized,Linux,NA,No License required
550,QCSMVCZNMCH7FWY6.JRTCKXETXF.6YS6EN2CT7,5.6952,US East (Ohio),General purpose,96,m6id.24xlarge,384.0,4 x 1425 SSD,37500 Megabit,Linux,General Purpose,Linux,NA,No License required
551,QJJBPJ9V7NRBK5J9.JRTCKXETXF.6YS6EN2CT7,0.28815,US East (Ohio),Storage optimized,2,is4gen.large,12.0,1 x 1875 SSD,Up to 25 Gigabit,Linux,Storage Optimized,Linux,NA,No License required
552,QKR29D6VQ5FFMD2U.JRTCKXETXF.6YS6EN2CT7,0.119,US East (Ohio),General purpose,2,m5n.large,8.0,EBS only,Up to 25 Gigabit,Linux,General Purpose,Linux,NA,No License required
553,MU9EJXKJ6TW9T65R.JRTCKXETXF.6YS6EN2CT7,0.3008,US East (Ohio),General purpose,8,t3a.2xlarge,32.0,EBS only,Up to 5 Gigabit,Linux,General Purpose,Linux,NA,No License required
554,MQPHBZP7D63TUEBM.JRTCKXETXF.6YS6EN2CT7,0.504,US East (Ohio),Memory optimized,8,r5.2xlarge,64.0,EBS only,Up to 10 Gigabit,Linux,Memory Optimized,Linux,NA,No License required
