,series,nameLocKey,instanceName,cores,category,ram,tier,hasPayGo,isInPreview,diskSize,type,hasSpot,isVcpu,isConstrainedCore,isBaseVm,activeCores,productId,nvMeDisk,gpu,fpga,pmem
445,eadsv5,e96adsv5,E96ads v5,96,memoryoptimized,672.0,standard,True,False,3600.0,linux,True,True,False,True,,,,,,
446,easv4,e96asv4,E96as v4,96,memoryoptimized,672.0,standard,True,False,1344.0,linux,True,True,False,True,,,,,,
447,easv5,e96asv5,E96as v5,96,memoryoptimized,672.0,standard,True,False,,linux,True,True,False,True,,,,,,
448,eav4,e96av4,E96a v4,96,memoryoptimized,672.0,standard,True,False,2400.0,linux,True,True,False,True,,,,,,
449,ebdsv5,e96bdsv5,E96bds v5,96,memoryoptimized,672.0,standard,True,False,3600.0,linux,True,True,False,True,,,,,,
450,ebsv5,e96bsv5,E96bs v5,96,memoryoptimized,672.0,standard,True,False,,linux,True,True,False,True,,,,,,
451,edsv5,e96dsv5,E96ds v5,96,memoryoptimized,672.0,standard,True,False,3600.0,linux,True,True,False,True,,,,,,
452,edv5,e96dv5,E96d v5,96,memoryoptimized,672.0,standard,True,False,3600.0,linux,True,True,False,True,,,,,,
453,esv5,e96sv5,E96s v5,96,memoryoptimized,672.0,standard,True,False,0.0,linux,True,True,False,True,,,,,,
454,ev5,e96v5,E96 v5,96,memoryoptimized,672.0,standard,True,False,,linux,True,True,False,True,,,,,,
455,ecadsv5,ec16adsv5,EC16ads v5,16,generalpurpose,128.0,standard,True,False,600.0,linux,True,False,False,True,,,,,,
456,ecasv5,ec16asv5,EC16as v5,16,generalpurpose,128.0,standard,True,False,0.0,linux,True,False,False,True,,,,,,
457,ecadsv5,ec20adsv5,EC20ads v5,20,generalpurpose,160.0,standard,True,False,750.0,linux,True,False,False,True,,,,,,
458,ecasv5,ec20asv5,EC20as v5,20,generalpurpose,160.0,standard,True,False,0.0,linux,True,False,False,True,,,,,,
459,ecadsv5,ec2adsv5,EC2ads v5,2,generalpurpose,16.0,standard,True,False,75.0,linux,True,False,False,True,,,,,,
460,ecasv5,ec2asv5,EC2as v5,2,generalpurpose,16.0,standard,True,False,0.0,linux,True,False,False,True,,,,,,
461,ecadsv5,ec32adsv5,EC32ads v5,32,generalpurpose,192.0,standard,True,False,1200.0,linux,True,False,False,True,,,,,,
462,ecasv5,ec32asv5,EC32as v5,32,generalpurpose,192.0,standard,True,False,0.0,linux,True,False,False,True,,,,,,
463,ecadsv5,ec48adsv5,EC48ads v5,48,generalpurpose,384.0,standard,True,False,1800.0,linux,True,False,False,True,,,,,,
464,ecasv5,ec48asv5,EC48as v5,48,generalpurpose,384.0,standard,True,False,0.0,linux,True,False,False,True,,,,,,
465,ecadsv5,ec4adsv5,EC4ads v5,4,generalpurpose,32.0,standard,True,False,150.0,linux,True,False,False,True,,,,,,
466,ecasv5,ec4asv5,EC4as v5,4,generalpurpose,32.0,standard,True,False,0.0,linux,True,False,False,True,,,,,,
467,ecadsv5,ec64adsv5,EC64ads v5,64,generalpurpose,512.0,standard,True,False,2400.0,linux,True,False,False,True,,,,,,
