,currencyCode,tierMinimumUnits,retailPrice,unitPrice,armRegionName,location,effectiveStartDate,meterId,instanceName,productId,skuId,availabilityId,productName,skuName,serviceName,serviceId,serviceFamily,unitOfMeasure,type,isPrimaryMeterRegion,armSkuName,effectiveEndDate
1643,USD,0.0,2.765,2.765,southcentralus,US South Central,2021-11-01T00:00:00Z,680c4031-ab7a-58c9-95ec-e9000a73c66b,E32-8ds v5,DZH318Z096SN,DZH318Z096SN/00J0,,Virtual Machines Edsv5 Series,E32-8ds v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_E32-8ds_v5,
1644,USD,0.0,2.765,2.765,southcentralus,US South Central,2021-11-01T00:00:00Z,680c4031-ab7a-58c9-95ec-e9000a73c66b,E32ds v5,DZH318Z096SN,DZH318Z096SN/00HF,,Virtual Machines Edsv5 Series,E32ds v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E32ds_v5,
1646,USD,0.0,3.315,3.315,southcentralus,US South Central,2023-02-01T00:00:00Z,6810fd4a-64ce-5546-ad1d-f7e1d106464b,D32lds v5,DZH318Z08M99,DZH318Z08M99/00D4,,Virtual Machines Dldsv5 Series Windows,D32lds v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D32lds_v5,
1650,USD,0.0,6.63,6.63,southcentralus,US South Central,2020-08-01T00:00:00Z,6880220e-a697-50dd-a19f-c92bdf158176,D64 v4,DZH318Z0D1MV,DZH318Z0D1MV/006S,,Virtual Machines Dv4 Series Windows,D64 v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D64_v4,
1652,USD,0.0,5.893,5.893,southcentralus,US South Central,2022-07-01T00:00:00Z,68d7c7ac-1e90-5694-b042-817189b2f391,D64plds v5,DZH318Z092QJ,DZH318Z092QJ/005P,,Virtual Machines Dpldsv5 Series Windows,Standard_D64plds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D64plds_v5,
1653,USD,0.0,0.498,0.498,southcentralus,US South Central,2021-11-01T00:00:00Z,68de70e1-75d3-5493-8874-b3655670dabc,E4ads v5,DZH318Z093WX,DZH318Z093WX/0092,,Virtual Machines Eadsv5 Series Windows,E4ads v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E4ads_v5,
1654,USD,0.0,0.408,0.408,southcentralus,US South Central,2018-03-01T00:00:00Z,68f398b1-facf-43b5-b868-2461138aebab,F8s v2,DZH318Z0BQ4X,DZH318Z0BQ4X/00F1,,Virtual Machines FSv2 Series,F8s v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_F8s_v2,
1657,USD,0.0,0.53,0.53,southcentralus,US South Central,2021-11-01T00:00:00Z,6937a836-cb5d-5093-aa04-d5496bfea053,E4d v5,DZH318Z08M9Q,DZH318Z08M9Q/000M,,Virtual Machines Edv5 Series Windows,Standard_E4d_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E4d_v5,
1659,USD,0.0,0.558,0.558,southcentralus,US South Central,2020-06-01T00:00:00Z,693cbd53-3b18-551e-b4a9-6a74e463d83d,E4d v4,DZH318Z0D1LH,DZH318Z0D1LH/006J,,Virtual Machines Edv4 Series Windows,E4d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E4d_v4,
1661,USD,0.0,11.966,11.966,southcentralus,US South Central,2019-04-01T00:00:00Z,696b5c08-c856-485d-872a-95aaa7e556e6,NC24s v2,DZH318Z0BPW7,DZH318Z0BPW7/000M,,Virtual Machines NCSv2 Series Windows,NC24s v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NC24s_v2,
1662,USD,0.0,1.994,1.994,southcentralus,US South Central,2021-11-01T00:00:00Z,69780f01-c213-5812-8b38-fc98a7fcda48,E16ads v5,DZH318Z093WX,DZH318Z093WX/009Z,,Virtual Machines Eadsv5 Series Windows,E16ads v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E16ads_v5,
1664,USD,0.0,1.92,1.92,southcentralus,US South Central,2022-04-01T00:00:00Z,69a01392-2fc0-5a7e-aa00-082029026e04,NV18ads A10 v5,DZH318Z09JCN,DZH318Z09JCN/00J6,,Virtual Machines NVadsA10v5 Series,Standard_NV18ads_A10_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NV18ads_A10_v5,
1666,USD,0.0,0.816,0.816,southcentralus,US South Central,2018-03-01T00:00:00Z,69ed66af-8119-4f4c-9218-f9d147f2f902,F16s v2,DZH318Z0BQ4X,DZH318Z0BQ4X/00X2,,Virtual Machines FSv2 Series,F16s v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_F16s_v2,
1668,USD,0.0,4.166,4.166,southcentralus,US South Central,2022-07-01T00:00:00Z,69fcab85-fae6-5aa5-b945-8406eb545610,D48pls v5,DZH318Z092S1,DZH318Z092S1/00BM,,Virtual Machines Dplsv5 Series Windows,Standard_D48pls_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D48pls_v5,
1671,USD,0.0,5.99,5.99,southcentralus,US South Central,2020-06-01T00:00:00Z,6a23eddb-a28d-56b5-bee1-d42a51870123,E64-32ds v4,DZH318Z0CSHK,DZH318Z0CSHK/00ZM,,Virtual Machines Edsv4 Series,E64-32ds v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E64-32ds_v4,
1674,USD,0.0,17.63,17.63,southcentralus,US South Central,2022-06-01T00:00:00Z,6a52adca-34b2-5f04-b90a-f44c0c6b5458,NC96ads_A100_v4,DZH318Z09TGJ,DZH318Z09TGJ/000D,,NCads A100 v4 Series Linux,Standard_NC96ads_A100_v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NC96ads_A100_v4,
1675,USD,0.0,2.433,2.433,southcentralus,US South Central,2019-07-01T00:00:00Z,6a9047b3-2269-456a-bf72-2bb1a1cffb76,PB12s,DZH318Z0BXN8,DZH318Z0BXN8/000K,,Virtual Machines PB Series Windows,PB12s,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_PB12s,
1677,USD,0.0,1.994,1.994,southcentralus,US South Central,2021-11-01T00:00:00Z,6ae1b7a2-f5a0-5036-8747-00a941655c8d,E16-4ads v5,DZH318Z093WX,DZH318Z093WX/008X,,Virtual Machines Eadsv5 Series Windows,E16-4ads v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E16-4ads_v5,
1679,USD,0.0,1.658,1.658,southcentralus,US South Central,2020-08-01T00:00:00Z,6aedd63e-d111-5b9f-ad5d-6944fdcd3f13,D16 v4,DZH318Z0D1MV,DZH318Z0D1MV/006T,,Virtual Machines Dv4 Series Windows,D16 v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16_v4,
1681,USD,0.0,0.875,0.875,southcentralus,US South Central,2018-06-01T00:00:00Z,6b209087-dd46-4379-bcee-b873fddc0e1b,F16s,DZH318Z0BQ4P,DZH318Z0BQ4P/00F1,,Virtual Machines FS Series,F16s,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_F16s,
1682,USD,0.0,0.875,0.875,southcentralus,US South Central,2018-06-01T00:00:00Z,6b209087-dd46-4379-bcee-b873fddc0e1b,F16/F16s,DZH318Z0BQ51,DZH318Z0BQ51/00B6,,Virtual Machines F Series,F16,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_F16,
1684,USD,0.0,0.234,0.234,southcentralus,US South Central,2018-06-01T00:00:00Z,6b381d19-e434-4bd1-8ddb-6bd522f3d298,DS2 v2,DZH318Z0BQPW,DZH318Z0BQPW/00R5,,Virtual Machines DSv2 Series Windows,DS2 v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_DS2_v2,
1685,USD,0.0,0.234,0.234,southcentralus,US South Central,2018-06-01T00:00:00Z,6b381d19-e434-4bd1-8ddb-6bd522f3d298,D2 v2/DS2 v2,DZH318Z0BPVM,DZH318Z0BPVM/0066,,Virtual Machines Dv2 Series Windows,D2 v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D2_v2,
1686,USD,0.0,2.48,2.48,southcentralus,US South Central,2018-07-01T00:00:00Z,6b6495b8-2fed-4a9d-9fbe-0cc5abb9aaf6,E20s v3,DZH318Z0BPVN,DZH318Z0BPVN/00PD,,Virtual Machines ESv3 Series Windows,E20s v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_E20s_v3,
1687,USD,0.0,2.48,2.48,southcentralus,US South Central,2018-07-01T00:00:00Z,6b6495b8-2fed-4a9d-9fbe-0cc5abb9aaf6,E20 v3/E20s v3,DZH318Z0BPWH,DZH318Z0BPWH/00P5,,Virtual Machines Ev3 Series Windows,E20 v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E20_v3,
1689,USD,0.0,8.237,8.237,southcentralus,US South Central,2021-02-01T00:00:00Z,6b8547ee-4189-5bc6-9b6c-51f2589a8c22,Lsv2 Type1,DZH318Z0CZ57,DZH318Z0CZ57/001W,,LSv2 Series Dedicated Host,Lsv2 Type1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Lsv2_Type1,
1692,USD,0.0,0.133,0.133,southcentralus,US South Central,2016-09-01T00:00:00Z,6b974c36-56fa-41ab-b3ed-b8ca3d3ea33a,A2,DZH318Z0BQNM,DZH318Z0BQNM/0097,,Virtual Machines A Series Basic Windows,A2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Basic_A2,
1694,USD,0.0,0.486,0.486,southcentralus,US South Central,2021-02-01T00:00:00Z,6bbfce85-970f-577c-ab4e-a5f829aa93ac,DS12-2 v2,DZH318Z0BQPW,DZH318Z0BQPW/03D0,,Virtual Machines DSv2 Series Windows,DS12-2 v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_DS12-2_v2,
1697,USD,0.0,0.035,0.035,southcentralus,US South Central,2017-02-04T00:00:00Z,6c1463e2-dd5c-4e14-8f74-da3eac607c01,A1,DZH318Z0BQNM,DZH318Z0BQNM/0036,,Virtual Machines A Series Basic Windows,A1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Basic_A1,
1703,USD,0.0,3.629,3.629,southcentralus,US South Central,2021-11-01T00:00:00Z,6cb5445d-109b-5909-919e-122d213ece62,E48s v5,DZH318Z096SR,DZH318Z096SR/001X,,Virtual Machines Esv5 Series,E48s v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E48s_v5,
1708,USD,0.0,0.478,0.478,southcentralus,US South Central,2020-06-01T00:00:00Z,6cffd216-7db6-5631-aa42-128e6ac61b33,D4d v4,DZH318Z0D1L6,DZH318Z0D1L6/004X,,Virtual Machines Ddv4 Series Windows,D4d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D4d_v4,
1709,USD,0.0,5.734,5.734,southcentralus,US South Central,2020-06-01T00:00:00Z,6d2104a3-07e2-5c0e-9819-e57c51ada77c,D48d v4,DZH318Z0D1L6,DZH318Z0D1L6/004Q,,Virtual Machines Ddv4 Series Windows,D48d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D48d_v4,
1711,USD,0.0,1.258,1.258,southcentralus,US South Central,2021-11-01T00:00:00Z,6d470d09-466d-56d1-b6a8-c6e0de56f8a8,E16-4ads v5,DZH318Z093X0,DZH318Z093X0/009L,,Virtual Machines Eadsv5 Series,E16-4ads v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E16-4ads_v5,
1714,USD,0.0,2.508,2.508,southcentralus,US South Central,2021-03-01T00:00:00Z,6d660801-4528-5604-91b4-f44db96bbd6e,HB60-45rs,DZH318Z0BXNZ,DZH318Z0BXNZ/00G9,,Virtual Machines HBS Series,HB60-45rs,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_HB60-45rs,
1715,USD,0.0,0.605,0.605,southcentralus,US South Central,2020-08-01T00:00:00Z,6d71b653-823f-5d90-bc39-a8cf2cfdc7d1,E8-4s v4,DZH318Z0CSHL,DZH318Z0CSHL/00WB,,Virtual Machines Esv4 Series,E8-4s v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E8-4s_v4,
1718,USD,0.0,7.782,7.782,southcentralus,US South Central,2020-08-01T00:00:00Z,6d9fff72-3cab-5514-b495-53b5d71b2481,E64s v4,DZH318Z0CSHC,DZH318Z0CSHC/00Z0,,Virtual Machines Esv4 Series Windows,E64s v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E64s_v4,
1722,USD,0.0,0.271,0.271,southcentralus,US South Central,2022-04-01T00:00:00Z,6dbd2443-b5e7-5fc8-ab6c-9d16ee3e257b,E2bs v5,DZH318Z09LR4,DZH318Z09LR4/0053,,Virtual Machines Ebsv5 Series Windows,Standard_E2bs_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E2bs_v5,
1726,USD,0.0,3.642,3.642,southcentralus,US South Central,2021-11-01T00:00:00Z,6e027e8f-5b86-598a-bc97-7713af6a82bf,D32d v5,DZH318Z08M9F,DZH318Z08M9F/009T,,Virtual Machines Ddv5 Series Windows,Standard_D32d_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D32d_v5,
1727,USD,0.0,0.302,0.302,southcentralus,US South Central,2020-01-01T00:00:00Z,6e0a4745-9b4a-59c2-b3ff-bf070c65c34d,E4as v4,DZH318Z0CM2D,DZH318Z0CM2D/00CK,,Virtual Machines Easv4 Series,E4as v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_E4as_v4,
1728,USD,0.0,0.302,0.302,southcentralus,US South Central,2020-01-01T00:00:00Z,6e0a4745-9b4a-59c2-b3ff-bf070c65c34d,E4a v4/E4as v4,DZH318Z0CM29,DZH318Z0CM29/00FD,,Virtual Machines Eav4 Series,E4a v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E4a_v4,
1733,USD,0.0,7.488,7.488,southcentralus,US South Central,2020-04-01T00:00:00Z,6e3d8483-16eb-5e6b-97f1-fcc5f4f66611,L80s v2,DZH318Z0BQM3,DZH318Z0BQM3/0075,,Virtual Machines LSv2 Series,L80s v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_L80s_v2,
1737,USD,0.0,0.913,0.913,southcentralus,US South Central,2019-07-01T00:00:00Z,6e7fca8d-f564-4a01-a7dc-7114371f1469,PB6s,DZH318Z0BXNW,DZH318Z0BXNW/0006,,Virtual Machines PB Series,PB6s,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_PB6s,
1738,USD,0.0,0.243,0.243,southcentralus,US South Central,2020-08-01T00:00:00Z,6e95314c-03aa-5508-840a-fe56b4e3f61a,E2s v4,DZH318Z0CSHC,DZH318Z0CSHC/0100,,Virtual Machines Esv4 Series Windows,E2s v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E2s_v4,
1745,USD,0.0,2.339,2.339,southcentralus,US South Central,2022-04-01T00:00:00Z,6efd9849-d100-5871-9eb9-3fb050f97cd5,E16bds v5,DZH318Z09LQN,DZH318Z09LQN/002Z,,Virtual Machines Ebdsv5 Series Windows,Standard_E16bds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E16bds_v5,
1746,USD,0.0,1.078,1.078,southcentralus,US South Central,2019-06-01T00:00:00Z,6efe86ad-ec38-4864-8961-17dd8f28e3a3,B20ms,DZH318Z0BQNH,DZH318Z0BQNH/00N2,,Virtual Machines BS Series Windows,B20ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B20ms,
1748,USD,0.0,1.821,1.821,southcentralus,US South Central,2021-11-01T00:00:00Z,6f559364-1273-53bc-8756-3f7b778d0900,E16-8as v5,DZH318Z093XK,DZH318Z093XK/00BL,,Virtual Machines Easv5 Series Windows,E16-8as v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E16-8as_v5,
1750,USD,0.0,1.08,1.08,southcentralus,US South Central,2017-02-01T00:00:00Z,6f73be4c-f475-4698-b673-80e0daf18e90,NC6,DZH318Z0BQ4Z,DZH318Z0BQ4Z/004T,,Virtual Machines NC Series,NC6,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NC6,
1751,USD,0.0,2.419,2.419,southcentralus,US South Central,2020-01-01T00:00:00Z,6f7d850e-2769-5feb-b584-cd38f622d3fe,E32a v4/E32as v4,DZH318Z0CM29,DZH318Z0CM29/00FX,,Virtual Machines Eav4 Series,E32a v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E32a_v4,
1752,USD,0.0,2.419,2.419,southcentralus,US South Central,2020-01-01T00:00:00Z,6f7d850e-2769-5feb-b584-cd38f622d3fe,E32as v4,DZH318Z0CM2D,DZH318Z0CM2D/00D9,,Virtual Machines Easv4 Series,E32as v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_E32as_v4,
1754,USD,0.0,7.258,7.258,southcentralus,US South Central,2020-11-01T00:00:00Z,6fc25238-140d-5a1e-b977-3ce9cc1623ef,E96-48as_v4,DZH318Z0CM2D,DZH318Z0CM2D/019K,,Virtual Machines Easv4 Series,E96-48as_v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E96-48as_v4,
1763,USD,0.0,4.311,4.311,southcentralus,US South Central,2016-06-08T00:00:00Z,702248f2-87a3-41fd-bb1b-996d11587a54,H16m,DZH318Z0BPW8,DZH318Z0BPW8/001C,,Virtual Machines H Series Windows,H16m,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_H16m,
1767,USD,0.0,5.53,5.53,southcentralus,US South Central,2021-11-01T00:00:00Z,7047dda0-28ac-5d9e-81f4-3cd85568f4ab,E64d v5,DZH318Z08M9R,DZH318Z08M9R/00RW,,Virtual Machines Edv5 Series,Standard_E64d_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E64d_v5,
1784,USD,0.0,0.02,0.02,southcentralus,US South Central,2016-01-11T00:00:00Z,712c80a9-91af-452a-b3d9-de0361c8de7e,A0,DZH318Z0BPVJ,DZH318Z0BPVJ/00K6,,Virtual Machines A Series Windows,A0,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_A0,
1786,USD,0.0,6.083,6.083,southcentralus,US South Central,2021-02-01T00:00:00Z,7139d4b5-4c97-52ad-af08-7b5ce7c6082f,Dasv4 Type1,DZH318Z0CXT1,DZH318Z0CXT1/0024,,Dasv4 Series Dedicated Host,Dasv4 Type1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Dasv4_Type1,
1787,USD,0.0,4.055,4.055,southcentralus,US South Central,2020-01-13T00:00:00Z,7155c14c-9d17-479d-b102-58c8b234d4fe,Dsv3 Type1,DZH318Z0C622,DZH318Z0C622/0008,,DSv3 Series Dedicated Host,Dsv3 Type1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Dsv3_Type1,
1789,USD,0.0,0.434,0.434,southcentralus,US South Central,2022-09-01T00:00:00Z,71724622-45c2-5c31-8bcc-1707dcd61910,D8pds v5,DZH318Z092SF,DZH318Z092SF/00K2,,Virtual Machines Dpdsv5 Series,Standard_D8pds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D8pds_v5,
1795,USD,0.0,4.701,4.701,southcentralus,US South Central,2020-06-01T00:00:00Z,71b13718-7a9e-53e5-a206-f972aa55065a,D64d v4,DZH318Z0D1L2,DZH318Z0D1L2/00D9,,Virtual Machines Ddv4 Series,D64d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D64d_v4,
1796,USD,0.0,0.922,0.922,southcentralus,US South Central,2020-08-01T00:00:00Z,71ba3d69-6133-54ac-b530-5ed01d86f9c2,D16s v4,DZH318Z0CSHJ,DZH318Z0CSHJ/00BR,,Virtual Machines Dsv4 Series,D16s v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16s_v4,
1797,USD,0.0,5.981,5.981,southcentralus,US South Central,2021-11-01T00:00:00Z,71c1ed4d-bf97-5e2b-8ffe-26829ebecc18,E48ads v5,DZH318Z093WX,DZH318Z093WX/0095,,Virtual Machines Eadsv5 Series Windows,E48ads v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E48ads_v5,
1801,USD,0.0,1.118,1.118,southcentralus,US South Central,2021-03-01T00:00:00Z,721bb055-7f11-4f16-846a-09f7b07678f9,NV16as v4,DZH318Z0CGPD,DZH318Z0CGPD/0001,,Virtual Machines NVasv4 Series,NV16as v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NV16as_v4,
1802,USD,0.0,3.499,3.499,southcentralus,US South Central,2019-06-01T00:00:00Z,721dba38-de19-4fcc-9de0-98d131b95a7d,E48s v3,DZH318Z0BQ4R,DZH318Z0BQ4R/039P,,Virtual Machines ESv3 Series,E48s v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_E48s_v3,
1803,USD,0.0,3.499,3.499,southcentralus,US South Central,2019-06-01T00:00:00Z,721dba38-de19-4fcc-9de0-98d131b95a7d,E48 v3/E48s v3,DZH318Z0BQ4L,DZH318Z0BQ4L/01KS,,Virtual Machines Ev3 Series,E48 v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E48_v3,
1805,USD,0.0,6.294,6.294,southcentralus,US South Central,2022-08-01T00:00:00Z,7244b7da-4047-5c71-bb13-00af28bea1bd,Ebsv5-Type1,DZH318Z0JD3P,DZH318Z0JD3P/0017,,Ebsv5 Series Dedicated Host,Ebsv5-Type1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Ebsv5-Type1,
1808,USD,0.0,1.21,1.21,southcentralus,US South Central,2022-09-01T00:00:00Z,72cbd6ff-0d3f-5d94-aa1f-440a3aec51ed,E20ps v5,DZH318Z092S9,DZH318Z092S9/00B7,,Virtual Machines Epsv5 Series,Standard_E20ps_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E20ps_v5,
1812,USD,0.0,7.258,7.258,southcentralus,US South Central,2020-08-01T00:00:00Z,72ec4f12-eec8-5bbd-84ec-5df706b696e9,E96as v4,DZH318Z0CM2D,DZH318Z0CM2D/00VC,,Virtual Machines Easv4 Series,E96as v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_E96as_v4,
1813,USD,0.0,7.258,7.258,southcentralus,US South Central,2020-08-01T00:00:00Z,72ec4f12-eec8-5bbd-84ec-5df706b696e9,E96a v4/E96as v4,DZH318Z0CM29,DZH318Z0CM29/00VH,,Virtual Machines Eav4 Series,E96a v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E96a_v4,
1814,USD,0.0,0.927,0.927,southcentralus,US South Central,2021-03-01T00:00:00Z,72f0d97d-fd65-418f-8bab-914a30cb6119,NV8as v4,DZH318Z0CGPM,DZH318Z0CGPM/0002,,Virtual Machines NVasv4 Series Windows,NV8as v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NV8as_v4,
1817,USD,0.0,0.187,0.187,southcentralus,US South Central,2020-06-01T00:00:00Z,732543c1-6d8a-5be0-96a9-dc5e94005836,E2d v4,DZH318Z0D1L5,DZH318Z0D1L5/00B6,,Virtual Machines Edv4 Series,E2d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E2d_v4,
1819,USD,0.0,0.973,0.973,southcentralus,US South Central,2020-11-01T00:00:00Z,734b423c-a641-5d4c-982f-5b2f889ca228,E8-4as_v4,DZH318Z0CM92,DZH318Z0CM92/00V1,,Virtual Machines Easv4 Series Windows,E8-4as_v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E8-4as_v4,
1822,USD,0.0,2.765,2.765,southcentralus,US South Central,2020-01-01T00:00:00Z,738210ab-4d3d-5350-acde-80cc846a6c80,D48as v4,DZH318Z0CM2C,DZH318Z0CM2C/00GC,,Virtual Machines Dasv4 Series,D48as v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_D48as_v4,
1823,USD,0.0,2.765,2.765,southcentralus,US South Central,2020-01-01T00:00:00Z,738210ab-4d3d-5350-acde-80cc846a6c80,D48a v4/D48as v4,DZH318Z0CM2B,DZH318Z0CM2B/00F0,,Virtual Machines Dav4 Series,D48a v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D48a_v4,
1825,USD,0.0,0.972,0.972,southcentralus,US South Central,2018-06-01T00:00:00Z,7399033d-a82f-4c50-af92-d369ab38e5fe,D13/DS13,DZH318Z0BPVW,DZH318Z0BPVW/001M,,Virtual Machines D Series Windows,D13,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D13,
1826,USD,0.0,0.972,0.972,southcentralus,US South Central,2018-06-01T00:00:00Z,7399033d-a82f-4c50-af92-d369ab38e5fe,DS13,DZH318Z0BPW4,DZH318Z0BPW4/001N,,Virtual Machines DS Series Windows,DS13,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_DS13,
1828,USD,0.0,2.234,2.234,southcentralus,US South Central,2020-04-01T00:00:00Z,73dc3b7b-3e45-57e6-a920-a8d0f3dd79ca,L16s v2,DZH318Z0BP44,DZH318Z0BP44/004B,,Virtual Machines LSv2 Series Windows,L16s v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_L16s_v2,
1837,USD,0.0,5.462,5.462,southcentralus,US South Central,2021-11-01T00:00:00Z,74b1a328-b1d1-598f-b458-2327ac7e68f2,D48ds v5,DZH318Z08MC5,DZH318Z08MC5/0081,,Virtual Machines Ddsv5 Series Windows,Standard_D48ds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D48ds_v5,
1846,USD,0.0,0.0547,0.0547,southcentralus,US South Central,2019-03-01T00:00:00Z,753539b0-595e-4c15-bf48-76726398e42b,F1/F1s,DZH318Z0BQ51,DZH318Z0BQ51/00GH,,Virtual Machines F Series,F1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_F1,
1847,USD,0.0,0.0547,0.0547,southcentralus,US South Central,2019-03-01T00:00:00Z,753539b0-595e-4c15-bf48-76726398e42b,F1s,DZH318Z0BQ4P,DZH318Z0BQ4P/00JP,,Virtual Machines FS Series,F1s,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_F1s,
