,currencyCode,tierMinimumUnits,retailPrice,unitPrice,armRegionName,location,effectiveStartDate,meterId,instanceName,productId,skuId,availabilityId,productName,skuName,serviceName,serviceId,serviceFamily,unitOfMeasure,type,isPrimaryMeterRegion,armSkuName,effectiveEndDate
208,USD,0.0,1.872,1.872,southcentralus,US South Central,2020-06-01T00:00:00Z,0e04ef8b-78f7-5928-8408-ada352fdffd2,E20d v4,DZH318Z0D1L5,DZH318Z0D1L5/00B1,,Virtual Machines Edv4 Series,E20d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E20d_v4,
209,USD,0.0,0.91,0.91,southcentralus,US South Central,2021-11-01T00:00:00Z,0e166bf9-0c4e-509d-a695-f47b4967b801,E8as v5,DZH318Z093XK,DZH318Z093XK/00D2,,Virtual Machines Easv5 Series Windows,E8as v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E8as_v5,
212,USD,0.0,1.704,1.704,southcentralus,US South Central,2022-07-01T00:00:00Z,0e4d66d1-407f-53c6-a5f9-10ab8be21cc6,E16ps v5,DZH318Z092S8,DZH318Z092S8/00NG,,Virtual Machines Epsv5 Series Windows,Standard_E16ps_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E16ps_v5,
213,USD,0.0,9.187,9.187,southcentralus,US South Central,2022-08-01T00:00:00Z,0e557190-a541-5aea-9a22-1492d238aacb,Lsv3 Type1,DZH318Z08NR6,DZH318Z08NR6/0002,,Lsv3 Series Dedicated Host,Lsv3 Type1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Lsv3_Type1,
214,USD,0.0,1.04,1.04,southcentralus,US South Central,2015-10-01T00:00:00Z,0e61c836-8150-406a-bab5-4242c6914f97,DS4,DZH318Z0BPW4,DZH318Z0BPW4/004V,,Virtual Machines DS Series Windows,DS4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_DS4,
215,USD,0.0,1.04,1.04,southcentralus,US South Central,2015-10-01T00:00:00Z,0e61c836-8150-406a-bab5-4242c6914f97,D4/DS4,DZH318Z0BPVW,DZH318Z0BPVW/004H,,Virtual Machines D Series Windows,D4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D4,
216,USD,0.0,2.212,2.212,southcentralus,US South Central,2019-01-01T00:00:00Z,0e63b0c6-0aa8-4322-84a5-6418c142660d,M8-4ms,DZH318Z0BPW5,DZH318Z0BPW5/010H,,Virtual Machines MS Series Windows,M8-4ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_M8-4ms,
217,USD,0.0,2.212,2.212,southcentralus,US South Central,2019-01-01T00:00:00Z,0e63b0c6-0aa8-4322-84a5-6418c142660d,M8-2ms,DZH318Z0BPW5,DZH318Z0BPW5/01P8,,Virtual Machines MS Series Windows,M8-2ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_M8-2ms,
218,USD,0.0,2.212,2.212,southcentralus,US South Central,2019-01-01T00:00:00Z,0e63b0c6-0aa8-4322-84a5-6418c142660d,M8ms,DZH318Z0BPW5,DZH318Z0BPW5/00KT,,Virtual Machines MS Series Windows,M8ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_M8ms,
219,USD,0.0,7.258,7.258,southcentralus,US South Central,2021-11-01T00:00:00Z,0e8b250a-0459-56e9-877e-cf2994144908,E96-24s v5,DZH318Z096SR,DZH318Z096SR/001R,,Virtual Machines Esv5 Series,E96-24s v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_E96-24s_v5,
220,USD,0.0,7.258,7.258,southcentralus,US South Central,2021-11-01T00:00:00Z,0e8b250a-0459-56e9-877e-cf2994144908,E96s v5,DZH318Z096SR,DZH318Z096SR/000H,,Virtual Machines Esv5 Series,E96s v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E96s_v5,
221,USD,0.0,7.258,7.258,southcentralus,US South Central,2021-11-01T00:00:00Z,0e8b250a-0459-56e9-877e-cf2994144908,E96-48s v5,DZH318Z096SR,DZH318Z096SR/0028,,Virtual Machines Esv5 Series,E96-48s v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_E96-48s_v5,
222,USD,0.0,5.203,5.203,southcentralus,US South Central,2017-02-01T00:00:00Z,0e8e172f-a937-4a03-a5cb-654cf32a4214,NC24,DZH318Z0BQP2,DZH318Z0BQP2/001B,,Virtual Machines NC Series Windows,NC24,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NC24,
225,USD,0.0,0.726,0.726,southcentralus,US South Central,2022-06-01T00:00:00Z,0eb95f62-a774-57df-82ff-f392c711b9d3,DC4ds_v3,DZH318Z08NRD,DZH318Z08NRD/0070,,DCdsv3 Series Windows,standard_DC4ds_v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_DC4ds_v3,
229,USD,0.0,11.576,11.576,southcentralus,US South Central,2021-11-01T00:00:00Z,0f1d5696-b9a2-5a06-a561-8af30c883056,E96ias v5,DZH318Z093XK,DZH318Z093XK/009W,,Virtual Machines Easv5 Series Windows,E96ias v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E96ias_v5,
233,USD,0.0,0.271,0.271,southcentralus,US South Central,2021-11-01T00:00:00Z,0f87abfb-8cb7-539c-b526-96a7867e603c,E4as v5,DZH318Z093WZ,DZH318Z093WZ/009C,,Virtual Machines Easv5 Series,E4as v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E4as_v5,
234,USD,0.0,0.802,0.802,southcentralus,US South Central,2022-07-01T00:00:00Z,0fed8b80-72ee-5819-8e71-12ac91d37b36,D8pds v5,DZH318Z092SC,DZH318Z092SC/00NQ,,Virtual Machines Dpdsv5 Series Windows,Standard_D8pds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D8pds_v5,
236,USD,0.0,138.12,138.12,southcentralus,US South Central,2020-11-01T00:00:00Z,0ff513d1-d5d8-414c-8cc7-9612b1759168,M416-104ms_v2,DZH318Z0BX63,DZH318Z0BX63/015J,,Virtual Machines MSv2 Series Windows,M416-104ms_v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_M416-104ms_v2,
237,USD,0.0,138.12,138.12,southcentralus,US South Central,2019-04-01T00:00:00Z,0ff513d1-d5d8-414c-8cc7-9612b1759168,M416ms v2,DZH318Z0BX63,DZH318Z0BX63/0015,,Virtual Machines MSv2 Series Windows,M416ms v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_M416ms_v2,
238,USD,0.0,138.12,138.12,southcentralus,US South Central,2020-11-01T00:00:00Z,0ff513d1-d5d8-414c-8cc7-9612b1759168,M416-208ms_v2,DZH318Z0BX63,DZH318Z0BX63/01JS,,Virtual Machines MSv2 Series Windows,M416-208ms_v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_M416-208ms_v2,
243,USD,0.0,5.268,5.268,southcentralus,US South Central,2019-05-01T00:00:00Z,107772ff-a0d4-420d-b709-60eed3baa925,HB60rs,DZH318Z0BXNG,DZH318Z0BXNG/0001,,Virtual Machines HBS Series Windows,HB60rs,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_HB60rs,
251,USD,0.0,0.302,0.302,southcentralus,US South Central,2021-11-01T00:00:00Z,10d58561-a7d7-51ec-afc4-9846efcae23e,E4-2s v5,DZH318Z096SR,DZH318Z096SR/00J6,,Virtual Machines Esv5 Series,E4-2s v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_E4-2s_v5,
252,USD,0.0,0.302,0.302,southcentralus,US South Central,2021-11-01T00:00:00Z,10d58561-a7d7-51ec-afc4-9846efcae23e,E4s v5,DZH318Z096SR,DZH318Z096SR/00D1,,Virtual Machines Esv5 Series,E4s v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E4s_v5,
254,USD,0.0,0.486,0.486,southcentralus,US South Central,2018-06-01T00:00:00Z,10eafd6f-7869-4dda-a4d1-0cad80b7138e,E4 v3/E4s v3,DZH318Z0BPWH,DZH318Z0BPWH/00CP,,Virtual Machines Ev3 Series Windows,E4 v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E4_v3,
255,USD,0.0,0.486,0.486,southcentralus,US South Central,2018-06-01T00:00:00Z,10eafd6f-7869-4dda-a4d1-0cad80b7138e,E4s v3,DZH318Z0BPVN,DZH318Z0BPVN/00C1,,Virtual Machines ESv3 Series Windows,E4s v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_E4s_v3,
256,USD,0.0,0.486,0.486,southcentralus,US South Central,2018-06-01T00:00:00Z,10eafd6f-7869-4dda-a4d1-0cad80b7138e,E4-2s v3,DZH318Z0BPVN,DZH318Z0BPVN/01DP,,Virtual Machines ESv3 Series Windows,E4-2s v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_E4-2s_v3,
259,USD,0.0,5.933,5.933,southcentralus,US South Central,2021-11-01T00:00:00Z,10fcd717-00cf-5c84-83b3-c1ac67537cd7,D96ads v5,DZH318Z08W2R,DZH318Z08W2R/005W,,Virtual Machines Dadsv5 Series,Standard_D96ads_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D96ads_v5,
260,USD,0.0,1.843,1.843,southcentralus,US South Central,2020-08-01T00:00:00Z,112e36dd-03f8-55d1-830c-17e266ac7b71,D32 v4,DZH318Z0D1L4,DZH318Z0D1L4/0039,,Virtual Machines Dv4 Series,D32 v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D32_v4,
262,USD,0.0,4.333,4.333,southcentralus,US South Central,2022-04-01T00:00:00Z,1179fb6d-488b-56ca-ba47-df75d1a1aa3b,E32bs v5,DZH318Z09LR4,DZH318Z09LR4/0031,,Virtual Machines Ebsv5 Series Windows,Standard_E32bs_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E32bs_v5,
265,USD,0.0,0.588,0.588,southcentralus,US South Central,2020-06-01T00:00:00Z,1194d0bf-72fb-5f85-b3d4-0e9a9c9b5f58,D8d v4,DZH318Z0D1L2,DZH318Z0D1L2/00FB,,Virtual Machines Ddv4 Series,D8d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D8d_v4,
270,USD,0.0,0.018,0.018,southcentralus,US South Central,2016-01-11T00:00:00Z,11aaad05-cf0e-4d33-ad13-ce376bd4c1f5,A0,DZH318Z0BQNM,DZH318Z0BQNM/00CS,,Virtual Machines A Series Basic Windows,A0,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Basic_A0,
271,USD,0.0,0.302,0.302,southcentralus,US South Central,2021-11-01T00:00:00Z,11b43a88-6687-5b84-92e5-586e5ff60695,E4 v5,DZH318Z08M9J,DZH318Z08M9J/0070,,Virtual Machines Ev5 Series,Standard_E4_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E4_v5,
278,USD,0.0,2.419,2.419,southcentralus,US South Central,2020-11-01T00:00:00Z,121dcbaf-d6b2-5a12-b10c-da84d2171970,E32-8as_v4,DZH318Z0CM2D,DZH318Z0CM2D/019M,,Virtual Machines Easv4 Series,E32-8as_v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E32-8as_v4,
279,USD,0.0,1.27,1.27,southcentralus,US South Central,2020-11-01T00:00:00Z,122799d3-8ed5-5d28-9952-8940df64c8f6,NC8as T4 v3,DZH318Z0DF4B,DZH318Z0DF4B/001W,,Virtual Machines NCasT4 v3 Series Windows,NC8as T4 v3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NC8as_T4_v3,
280,USD,0.0,1.29,1.29,southcentralus,US South Central,2022-01-01T00:00:00Z,12285270-92fa-5641-8024-4fa50dcb0658,DC8 v2,DZH318Z0CCGS,DZH318Z0CCGS/0013,,Virtual Machines DCSv2 Series Windows,DC8 v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_DC8_v2,
281,USD,0.0,0.025,0.025,southcentralus,US South Central,2017-02-04T00:00:00Z,123acba2-e093-4be4-bc64-508eca246fad,A1,DZH318Z0BPRB,DZH318Z0BPRB/005Z,,Virtual Machines A Series Basic,A1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Basic_A1,
285,USD,0.0,0.37,0.37,southcentralus,US South Central,2022-09-01T00:00:00Z,124993b8-da54-5503-b559-fc968bc4dfb3,D8ps v5,DZH318Z092SD,DZH318Z092SD/00HX,,Virtual Machines Dpsv5 Series,Standard_D8ps_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D8ps_v5,
295,USD,0.0,8.934,8.934,southcentralus,US South Central,2020-06-01T00:00:00Z,12c49c7a-51ba-547a-9dbe-e728c8eaa64f,E64-16ds v4,DZH318Z0CSHB,DZH318Z0CSHB/00XN,,Virtual Machines Edsv4 Series Windows,E64-16ds v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E64-16ds_v4,
296,USD,0.0,3.708,3.708,southcentralus,US South Central,2021-03-01T00:00:00Z,12ce7fb3-884f-4f73-b45f-9814c344035d,NV32as v4,DZH318Z0CGPM,DZH318Z0CGPM/000H,,Virtual Machines NVasv4 Series Windows,NV32as v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NV32as_v4,
297,USD,0.0,2.966,2.966,southcentralus,US South Central,2021-11-01T00:00:00Z,12d864da-d28f-5edf-8b85-0797f287f59f,D48ads v5,DZH318Z08W2R,DZH318Z08W2R/006C,,Virtual Machines Dadsv5 Series,Standard_D48ads_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D48ads_v5,
299,USD,0.0,1.512,1.512,southcentralus,US South Central,2021-11-01T00:00:00Z,12e80eff-0aad-5ae8-893d-2bdda35423c0,E20s v5,DZH318Z096SR,DZH318Z096SR/0050,,Virtual Machines Esv5 Series,E20s v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E20s_v5,
302,USD,0.0,2.419,2.419,southcentralus,US South Central,2020-08-01T00:00:00Z,134212fb-dd31-535d-bb6e-f51a6b76c891,E32s v4,DZH318Z0CSHL,DZH318Z0CSHL/00WT,,Virtual Machines Esv4 Series,E32s v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E32s_v4,
307,USD,0.0,11.674,11.674,southcentralus,US South Central,2021-11-01T00:00:00Z,13a91301-930e-5ff2-8e91-48e4f4ede9e4,E96 v5,DZH318Z08M9H,DZH318Z08M9H/002L,,Virtual Machines Ev5 Series Windows,Standard_E96_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E96_v5,
308,USD,0.0,0.302,0.302,southcentralus,US South Central,2020-08-01T00:00:00Z,13b7ad3b-fba1-57f6-b5fd-371ba355d033,E4-2s v4,DZH318Z0CSHL,DZH318Z0CSHL/00XL,,Virtual Machines Esv4 Series,E4-2s v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E4-2s_v4,
309,USD,0.0,7.08,7.08,southcentralus,US South Central,2022-04-01T00:00:00Z,13bd8946-629a-5413-8398-023df0e67258,NV36adms A10 v5,DZH318Z09JCM,DZH318Z09JCM/00H2,,Virtual Machines NVadsA10v5 Series Windows,Standard_NV36adms_A10_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NV36adms_A10_v5,
310,USD,0.0,1.725,1.725,southcentralus,US South Central,2021-11-01T00:00:00Z,13c8c43b-cf07-51b0-9359-3be2e4883f19,D16ads v5,DZH318Z08W2P,DZH318Z08W2P/006P,,Virtual Machines Dadsv5 Series Windows,Standard_D16ads_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16ads_v5,
315,USD,0.0,8.612,8.612,southcentralus,US South Central,2021-03-01T00:00:00Z,144caa4a-f00f-5e7b-9b56-288b58af729e,NVasv4 Type1,DZH318Z0D21D,DZH318Z0D21D/000Q,,NVasv4 Series Dedicated Host,NVasv4 Type1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,NVasv4_Type1,
316,USD,0.0,14.668,14.668,southcentralus,US South Central,2021-11-01T00:00:00Z,1453c915-3093-535d-818f-32ac9978be7c,E104id v5,DZH318Z08M9Q,DZH318Z08M9Q/0003,,Virtual Machines Edv5 Series Windows,Standard_E104id_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E104id_v5,
317,USD,0.0,1.2,1.2,southcentralus,US South Central,2014-05-01T00:00:00Z,14624711-b4f4-492a-8fe3-3bd06089194e,A7,DZH318Z0BPVJ,DZH318Z0BPVJ/0074,,Virtual Machines A Series Windows,A7,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_A7,
326,USD,0.0,1.382,1.382,southcentralus,US South Central,2021-11-01T00:00:00Z,14fcd607-022b-528c-89eb-6ff7fb5803b4,E16-4ds v5,DZH318Z096SN,DZH318Z096SN/00JB,,Virtual Machines Edsv5 Series,E16-4ds v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_E16-4ds_v5,
327,USD,0.0,1.382,1.382,southcentralus,US South Central,2021-11-01T00:00:00Z,14fcd607-022b-528c-89eb-6ff7fb5803b4,E16-8ds v5,DZH318Z096SN,DZH318Z096SN/00J8,,Virtual Machines Edsv5 Series,E16-8ds v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_E16-8ds_v5,
328,USD,0.0,1.382,1.382,southcentralus,US South Central,2021-11-01T00:00:00Z,14fcd607-022b-528c-89eb-6ff7fb5803b4,E16ds v5,DZH318Z096SN,DZH318Z096SN/00J4,,Virtual Machines Edsv5 Series,E16ds v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E16ds_v5,
338,USD,0.0,4.973,4.973,southcentralus,US South Central,2020-06-01T00:00:00Z,157c8394-9c4b-5345-b2bd-b928382ba393,D48as v4,DZH318Z0CM93,DZH318Z0CM93/0084,,Virtual Machines Dasv4 Series Windows,D48as v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_D48as_v4,
339,USD,0.0,4.973,4.973,southcentralus,US South Central,2020-06-01T00:00:00Z,157c8394-9c4b-5345-b2bd-b928382ba393,D48a v4/D48as v4,DZH318Z0CM94,DZH318Z0CM94/007K,,Virtual Machines Dav4 Series Windows,D48a v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D48a_v4,
341,USD,0.0,0.029,0.029,southcentralus,US South Central,2019-01-01T00:00:00Z,159485ae-4c1f-485b-babc-446fc8d6b7cb,B1ms,DZH318Z0BQNH,DZH318Z0BQNH/0043,,Virtual Machines BS Series Windows,B1ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B1ms,
342,USD,0.0,4.426,4.426,southcentralus,US South Central,2022-07-01T00:00:00Z,159a0237-8c49-5e0a-b162-86c583a90fb6,D48ps v5,DZH318Z092SB,DZH318Z092SB/0022,,Virtual Machines Dpsv5 Series Windows,Standard_D48ps_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D48ps_v5,
364,USD,0.0,0.147,0.147,southcentralus,US South Central,2020-06-01T00:00:00Z,171db6f6-c356-52a6-8d3a-a931c83976c4,D2ds v4,DZH318Z0CSHM,DZH318Z0CSHM/00DD,,Virtual Machines Ddsv4 Series,D2ds v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D2ds_v4,
365,USD,0.0,6.083,6.083,southcentralus,US South Central,2022-06-01T00:00:00Z,17200250-b5b3-5c6f-83b4-887df5e2611a,DCsv3 Type1,DZH318Z08NR1,DZH318Z08NR1/0009,,DCsv3 Series DedicatedHost,Type 1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,DCsv3 Type1,
367,USD,0.0,7.546,7.546,southcentralus,US South Central,2021-11-01T00:00:00Z,175afd59-a464-5fc0-8b17-e19f14b3e5c3,E96-24ads v5,DZH318Z093X0,DZH318Z093X0/0096,,Virtual Machines Eadsv5 Series,E96-24ads v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E96-24ads_v5,
371,USD,0.0,0.605,0.605,southcentralus,US South Central,2020-11-01T00:00:00Z,17f0168f-dd26-556e-b7e5-bc4559e2e444,E8-4as_v4,DZH318Z0CM2D,DZH318Z0CM2D/01BG,,Virtual Machines Easv4 Series,E8-4as_v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E8-4as_v4,
373,USD,0.0,1.09,1.09,southcentralus,US South Central,2022-04-01T00:00:00Z,182d180b-7eca-53e1-9137-6242068ea55b,NV12ads A10 v5,DZH318Z09JCN,DZH318Z09JCN/00JP,,Virtual Machines NVadsA10v5 Series,Standard_NV12ads_A10_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_NV12ads_A10_v5,
381,USD,0.0,2.508,2.508,southcentralus,US South Central,2019-05-01T00:00:00Z,18669db9-986d-4394-b053-3e3796d52688,HB60rs,DZH318Z0BXNZ,DZH318Z0BXNZ/0001,,Virtual Machines HBS Series,HB60rs,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_HB60rs,
383,USD,0.0,2.35,2.35,southcentralus,US South Central,2020-06-01T00:00:00Z,18c8df8b-9990-5597-ad61-e55fad0bc03e,D32d v4,DZH318Z0D1L2,DZH318Z0D1L2/00DM,,Virtual Machines Ddv4 Series,D32d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D32d_v4,
385,USD,0.0,1.217,1.217,southcentralus,US South Central,2019-07-01T00:00:00Z,18e46ea6-5d9f-4f69-9880-464a30690a8b,PB6s,DZH318Z0BXN8,DZH318Z0BXN8/0007,,Virtual Machines PB Series Windows,PB6s,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_PB6s,
391,USD,0.0,1.175,1.175,southcentralus,US South Central,2020-06-01T00:00:00Z,194970e5-16e3-5076-a229-8af4756e9eee,D16d v4,DZH318Z0D1L2,DZH318Z0D1L2/00DT,,Virtual Machines Ddv4 Series,D16d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D16d_v4,
393,USD,0.0,11.962,11.962,southcentralus,US South Central,2021-11-01T00:00:00Z,198087c4-62ef-50e7-ba2e-b3bbffafac2c,E96ads v5,DZH318Z093WX,DZH318Z093WX/0090,,Virtual Machines Eadsv5 Series Windows,E96ads v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E96ads_v5,
397,USD,0.0,10.925,10.925,southcentralus,US South Central,2021-11-01T00:00:00Z,19b099f4-ccd6-5116-813e-7a79e85a53f7,D96ds v5,DZH318Z08MC5,DZH318Z08MC5/0082,,Virtual Machines Ddsv5 Series Windows,Standard_D96ds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D96ds_v5,
404,USD,0.0,0.184,0.184,southcentralus,US South Central,2022-07-01T00:00:00Z,19eec052-54df-5016-92cb-01966b9dc6bb,D2plds v5,DZH318Z092QJ,DZH318Z092QJ/00K8,,Virtual Machines Dpldsv5 Series Windows,Standard_D2plds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_D2plds_v5,
405,USD,0.0,0.973,0.973,southcentralus,US South Central,2020-06-01T00:00:00Z,19f8acfd-daf8-515d-a1ca-f36ee337948d,E8a v4/E8as v4,DZH318Z0CM95,DZH318Z0CM95/008L,,Virtual Machines Eav4 Series Windows,E8a v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E8a_v4,
406,USD,0.0,0.973,0.973,southcentralus,US South Central,2020-06-01T00:00:00Z,19f8acfd-daf8-515d-a1ca-f36ee337948d,E8as v4,DZH318Z0CM92,DZH318Z0CM92/007H,,Virtual Machines Easv4 Series Windows,E8as v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_E8as_v4,
407,USD,0.0,32.026,32.026,southcentralus,US South Central,2019-01-01T00:00:00Z,1a0dd4a8-e723-479d-a91e-e93c3f4839ad,M128-32ms,DZH318Z0BQ4W,DZH318Z0BQ4W/02DF,,Virtual Machines MS Series,M128-32ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_M128-32ms,
408,USD,0.0,32.026,32.026,southcentralus,US South Central,2019-01-01T00:00:00Z,1a0dd4a8-e723-479d-a91e-e93c3f4839ad,M128-64ms,DZH318Z0BQ4W,DZH318Z0BQ4W/02DD,,Virtual Machines MS Series,M128-64ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_M128-64ms,
409,USD,0.0,32.026,32.026,southcentralus,US South Central,2019-01-01T00:00:00Z,1a0dd4a8-e723-479d-a91e-e93c3f4839ad,M128m,DZH318Z0BQ4W,DZH318Z0BQ4W/05BX,,Virtual Machines MS Series,M128m,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,Standard_M128m,
410,USD,0.0,32.026,32.026,southcentralus,US South Central,2019-01-01T00:00:00Z,1a0dd4a8-e723-479d-a91e-e93c3f4839ad,M128ms,DZH318Z0BQ4W,DZH318Z0BQ4W/02DC,,Virtual Machines MS Series,M128ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_M128ms,
413,USD,0.0,0.2,0.2,southcentralus,US South Central,2019-01-01T00:00:00Z,1a31f6d3-3d57-45fb-b7d0-864e9267aed7,B4ms,DZH318Z0BQ35,DZH318Z0BQ35/00P2,,Virtual Machines BS Series,B4ms,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_B4ms,
414,USD,0.0,4.147,4.147,southcentralus,US South Central,2021-11-01T00:00:00Z,1a32d1d8-1f07-5d01-aa9b-b209d902f8df,E48d v5,DZH318Z08M9R,DZH318Z08M9R/00RR,,Virtual Machines Edv5 Series,Standard_E48d_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E48d_v5,
425,USD,0.0,1.498,1.498,southcentralus,US South Central,2020-06-01T00:00:00Z,1a9ba668-5159-507b-b3d0-db51d89ec735,E16d v4,DZH318Z0D1L5,DZH318Z0D1L5/009V,,Virtual Machines Edv4 Series,E16d v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E16d_v4,
428,USD,0.0,2.492,2.492,southcentralus,US South Central,2021-11-01T00:00:00Z,1ab22bb5-78e5-5ecc-8fd7-8ecd0519cea7,E20ads v5,DZH318Z093WX,DZH318Z093WX/009M,,Virtual Machines Eadsv5 Series Windows,E20ads v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,Standard_E20ads_v5,
